SABAP2_number,Alphabetical_name,SA_name,Scientific_name,BLI_scientific_name,Assessment_status,ebirds_name,inat_name
3400,"Whitethroat, Lesser",Lesser Whitethroat,Curruca curruca,Curruca curruca,Vagrant,,
853,"Whydah, Broad-tailed Paradise",Broad-tailed Paradise Whydah,Vidua obtusa,Vidua obtusa,Vagrant,Vidua obtusa,Vidua obtusa
852,"Whydah, Long-tailed Paradise",Long-tailed Paradise Whydah,Vidua paradisaea,Vidua paradisaea,Assessable,Vidua paradisaea,Vidua paradisaea
846,"Whydah, Pin-tailed",Pin-tailed Whydah,Vidua macroura,Vidua macroura,Assessable,Vidua macroura,Vidua macroura
847,"Whydah, Shaft-tailed",Shaft-tailed Whydah,Vidua regia,Vidua regia,Assessable,Vidua regia,Vidua regia
816,"Widowbird, Fan-tailed",Fan-tailed Widowbird,Euplectes axillaris,Euplectes axillaris,Assessable,Euplectes axillaris,Euplectes axillaris
818,"Widowbird, Long-tailed",Long-tailed Widowbird,Euplectes progne,Euplectes progne,Assessable,Euplectes progne,Euplectes progne
813,"Widowbird, Red-collared",Red-collared Widowbird,Euplectes ardens,Euplectes ardens,Assessable,Euplectes ardens,Euplectes ardens
814,"Widowbird, White-winged",White-winged Widowbird,Euplectes albonotatus,Euplectes albonotatus,Assessable,Euplectes albonotatus,Euplectes albonotatus
419,"Wood-hoopoe, Green",Green Wood-hoopoe,Phoeniculus purpureus,Phoeniculus purpureus,Assessable,Phoeniculus purpureus,Phoeniculus purpureus
451,"Woodpecker, Bearded",Bearded Woodpecker,Chloropicus namaquus,Dendropicos namaquus,Assessable,Chloropicus namaquus,Chloropicus namaquus
446,"Woodpecker, Bennett’s",Bennett’s Woodpecker,Campethera bennettii,Campethera bennettii,Assessable,Campethera bennettii,Campethera bennettii
450,"Woodpecker, Cardinal",Cardinal Woodpecker,Dendropicos fuscescens,Dendropicos fuscescens,Assessable,,
447,"Woodpecker, Golden-tailed",Golden-tailed Woodpecker,Campethera abingoni,Campethera abingoni,Assessable,Campethera abingoni,Campethera abingoni
445,"Woodpecker, Ground",Ground Woodpecker,Geocolaptes olivaceus,Geocolaptes olivaceus,Assessable,Geocolaptes olivaceus,Geocolaptes olivaceus
448,"Woodpecker, Knysna",Knysna Woodpecker,Campethera notata,Campethera notata,Assessable,Campethera notata,Campethera notata
452,"Woodpecker, Olive",Olive Woodpecker,Dendropicos griseocephalus,Dendropicos griseocephalus,Assessable,,
453,"Wryneck, Red-throated",Red-throated Wryneck,Jynx ruficollis,Jynx ruficollis,Assessable,Jynx ruficollis,Jynx ruficollis
1014,"Yellowlegs, Lesser",Lesser Yellowlegs,Tringa flavipes,Tringa flavipes,Vagrant,Tringa flavipes,Tringa flavipes
943,"Penguin, Chinstrap",Chinstrap Penguin,Pygoscelis antarcticus,Pygoscelis antarcticus,Vagrant,,
958,"Penguin, Gentoo",Gentoo Penguin,Pygoscelis papua,Pygoscelis papua,Assessable,,
38,"Petrel, Common Diving",Common Diving Petrel,Pelecanoides urinatrix,Pelecanoides urinatrix,Assessable,Pelecanoides urinatrix,
986,"Petrel, South Georgian Diving",South Georgian Diving Petrel,Pelecanoides georgicus,Pelecanoides georgicus,Assessable,,
1292,"Pintail, Eaton's",Eaton's Pintail,Anas eatoni,Anas eatoni,Assessable,,
2178,"Shag, Crozet",Crozet Shag,Leucocarbo melanogenis,Leucocarbo atriceps,Assessable,,
975,"Sheathbill, Lesser",Lesser (Black-faced) Sheathbill,Chionis minor,Chionis minor,Assessable,,
970,"Tern, Kerguelen",Kerguelen Tern,Sterna virgata,Sterna virgata,Assessable,,
