SABAP2_number,Alphabetical_name,SA_name,Scientific_name,BLI_scientific_name,Assessment_status,ebirds_name,inat_name
74,"Openbill, African",African Openbill,Anastomus lamelligerus,Anastomus lamelligerus,Assessable,Anastomus lamelligerus,Anastomus lamelligerus
520,"Oriole, African Golden",African Golden Oriole,Oriolus auratus,Oriolus auratus,Assessable,Oriolus auratus,Oriolus auratus
521,"Oriole, Black-headed",Black-headed Oriole,Oriolus larvatus,Oriolus larvatus,Assessable,Oriolus larvatus,Oriolus larvatus
519,"Oriole, Eurasian Golden",Eurasian Golden Oriole,Oriolus oriolus,Oriolus oriolus,Assessable,Oriolus oriolus,Oriolus oriolus
172,Osprey,Osprey,Pandion haliaetus,Pandion haliaetus,Assessable,Pandion haliaetus,Pandion haliaetus
1,"Ostrich, Common",Common Ostrich,Struthio camelus,Struthio camelus,Assessable,Struthio camelus,Struthio camelus
360,"Owl, African Grass",African Grass Owl,Tyto capensis,Tyto capensis,Assessable,Tyto capensis,Tyto capensis
363,"Owl, African Scops",African Scops Owl,Otus senegalensis,Otus senegalensis,Assessable,Otus senegalensis,Otus senegalensis
362,"Owl, African Wood",African Wood Owl,Strix woodfordii,Strix woodfordii,Assessable,Strix woodfordii,Strix woodfordii
367,"Owl, Cape Eagle-",Cape Eagle-Owl,Bubo capensis,Bubo capensis,Assessable,Bubo capensis,Bubo capensis
361,"Owl, Marsh",Marsh Owl,Asio capensis,Asio capensis,Assessable,Asio capensis,Asio capensis
370,"Owl, Pel’s Fishing",Pel's Fishing Owl,Scotopelia peli,Scotopelia peli,Assessable,Scotopelia peli,Scotopelia peli
364,"Owl, Southern White-faced",Southern White-faced Owl,Ptilopsis granti,Ptilopsis granti,Assessable,Ptilopsis granti,Ptilopsis granti
368,"Owl, Spotted Eagle-",Spotted Eagle-Owl,Bubo africanus,Bubo africanus,Assessable,Bubo africanus,Bubo africanus
369,"Owl, Verreaux’s Eagle-",Verreaux’s Eagle-Owl,Bubo lacteus,Bubo lacteus,Assessable,,
359,"Owl, Western Barn",Western Barn Owl,Tyto alba,Tyto alba,Assessable,Tyto alba,Tyto alba
366,"Owlet, African Barred",African Barred Owlet,Glaucidium capense,Glaucidium capense,Assessable,Glaucidium capense,Glaucidium capense
365,"Owlet, Pearl-spotted",Pearl-spotted Owlet,Glaucidium perlatum,Glaucidium perlatum,Assessable,Glaucidium perlatum,Glaucidium perlatum
748,"Oxpecker, Red-billed",Red-billed Oxpecker,Buphagus erythrorynchus,Buphagus erythrorynchus,Assessable,,
747,"Oxpecker, Yellow-billed",Yellow-billed Oxpecker,Buphagus africanus,Buphagus africanus,Assessable,Buphagus africanus,Buphagus africanus
231,"Oystercatcher, African (Black)",African (Black) Oystercatcher,Haematopus moquini,Haematopus moquini,Assessable,Haematopus moquini,Haematopus moquini
894,"Oystercatcher, Eurasian",Eurasian Oystercatcher,Haematopus ostralegus,Haematopus ostralegus,Vagrant,Haematopus ostralegus,Haematopus ostralegus
230,"Painted-snipe, Greater",Greater Painted-snipe,Rostratula benghalensis,Rostratula benghalensis,Assessable,Rostratula benghalensis,Rostratula benghalensis
941,"Parakeet, Rose-ringed",Rose-ringed Parakeet,Psittacula krameri,Alexandrinus krameri,Introduced,Psittacula krameri,Psittacula krameri
328,"Parrot, Brown-headed",Brown-headed Parrot,Poicephalus cryptoxanthus,Poicephalus cryptoxanthus,Assessable,Poicephalus cryptoxanthus,Poicephalus cryptoxanthus
4132,"Parrot, Cape",Cape Parrot,Poicephalus robustus,Poicephalus robustus,Assessable,Poicephalus robustus,Poicephalus robustus
1650,"Parrot, Grey-headed (Brown-necked)",Grey-headed (Brown-necked) Parrot,Poicephalus fuscicollis,Poicephalus fuscicollis,Assessable,,
327,"Parrot, Meyer’s",Meyer’s Parrot,Poicephalus meyeri,Poicephalus meyeri,Assessable,Poicephalus meyeri,Poicephalus meyeri
980,"Partridge, Chukar",Chukar Partridge,Alectoris chukar,Alectoris chukar,Introduced,Alectoris chukar,Alectoris chukar
1021,"Peafowl, Indian",Indian Peafowl,Pavo cristatus,Pavo cristatus,Introduced,Pavo cristatus,Pavo cristatus
42,"Pelican, Great White",Great White Pelican,Pelecanus onocrotalus,Pelecanus onocrotalus,Assessable,Pelecanus onocrotalus,Pelecanus onocrotalus
41,"Pelican, Pink-backed",Pink-backed Pelican,Pelecanus rufescens,Pelecanus rufescens,Assessable,Pelecanus rufescens,Pelecanus rufescens
531,"Penduline-tit, Cape",Cape Penduline-tit,Anthoscopus minutus,Anthoscopus minutus,Assessable,Anthoscopus minutus,Anthoscopus minutus
530,"Penduline-tit, Grey",Grey Penduline-tit,Anthoscopus caroli,Anthoscopus caroli,Assessable,Anthoscopus caroli,Anthoscopus caroli
2,"Penguin, African",African Penguin,Spheniscus demersus,Spheniscus demersus,Assessable,Spheniscus demersus,Spheniscus demersus
987,"Penguin, King",King Penguin,Aptenodytes patagonicus,Aptenodytes patagonicus,Assessable,Aptenodytes patagonicus,Aptenodytes patagonicus
983,"Penguin, Macaroni",Macaroni Penguin,Eudyptes chrysolophus,Eudyptes chrysolophus,Assessable,Eudyptes chrysolophus,
13203,"Penguin, Northern Rockhopper",Northern Rockhopper Penguin,Eudyptes moseleyi,Eudyptes moseleyi,Vagrant,Eudyptes moseleyi,Eudyptes moseleyi
3,"Penguin, Southern Rockhopper",Southern Rockhopper Penguin,Eudyptes chrysocome,Eudyptes chrysocome,Assessable,Eudyptes chrysocome,
877,"Petrel, Antarctic",Antarctic Petrel,Thalassoica antarctica,Thalassoica antarctica,Vagrant,Thalassoica antarctica,
18,"Petrel, Atlantic",Atlantic Petrel,Pterodroma incerta,Pterodroma incerta,Vagrant,Pterodroma incerta,
2244,"Petrel, Barau’s",Barau’s Petrel,Pterodroma baraui,Pterodroma baraui,Vagrant,Pterodroma baraui,Pterodroma baraui
36,"Petrel, Black-bellied Storm",Black-bellied Storm Petrel,Fregetta tropica,Fregetta tropica,Assessable,Fregetta tropica,
20,"Petrel, Blue",Blue Petrel,Halobaena caerulea,Halobaena caerulea,Assessable,,
30,"Petrel, European Storm",European Storm Petrel,Hydrobates pelagicus,Hydrobates pelagicus,Assessable,Hydrobates pelagicus,Hydrobates pelagicus
16,"Petrel, Great-winged",Great-winged Petrel,Pterodroma macroptera,Pterodroma macroptera,Assessable,Pterodroma macroptera,Pterodroma macroptera
24,"Petrel, Grey",Grey Petrel,Procellaria cinerea,Procellaria cinerea,Assessable,Procellaria cinerea,
35,"Petrel, Grey-backed Storm",Grey-backed Storm Petrel,Garrodia nereis,Garrodia nereis,Assessable,Garrodia nereis,
950,"Petrel, Kerguelen",Kerguelen Petrel,Aphrodroma brevirostris,Aphrodroma brevirostris,Assessable,Aphrodroma brevirostris,
31,"Petrel, Leach’s Storm",Leach’s Storm Petrel,Oceanodroma leucorhoa,Hydrobates leucorhous,Assessable,Oceanodroma leucorhoa,Oceanodroma leucorhoa
1019,"Petrel, Matsudaira’s Storm",Matsudaira’s Storm Petrel,Oceanodroma matsudairae,Hydrobates matsudairae,Vagrant,,
984,"Petrel, Northern Giant",Northern Giant Petrel,Macronectes halli,Macronectes halli,Assessable,Macronectes halli,Macronectes halli
14,"Petrel, Pintado (Cape)",Pintado (Cape) Petrel,Daption capense,Daption capense,Assessable,Daption capense,Daption capense
19,"Petrel, Soft-plumaged",Soft-plumaged Petrel,Pterodroma mollis,Pterodroma mollis,Assessable,Pterodroma mollis,
13,"Petrel, Southern Giant",Southern Giant Petrel,Macronectes giganteus,Macronectes giganteus,Assessable,Macronectes giganteus,Macronectes giganteus
2240,"Petrel, Spectacled",Spectacled Petrel,Procellaria conspicillata,Procellaria conspicillata,Assessable,Procellaria conspicillata,
14227,"Petrel, Tahiti",Tahiti Petrel,Pseudobulweria rostrata,Pseudobulweria rostrata,Vagrant,,
37,"Petrel, White-bellied Storm",White-bellied Storm Petrel,Fregetta grallaria,Fregetta grallaria,Vagrant,Fregetta grallaria,
4137,"Petrel, White-chinned",White-chinned Petrel,Procellaria aequinoctialis,Procellaria aequinoctialis,Assessable,Procellaria aequinoctialis,Procellaria aequinoctialis
34,"Petrel, White-faced Storm",White-faced Storm Petrel,Pelagodroma marina,Pelagodroma marina,Vagrant,Pelagodroma marina,Pelagodroma marina
862,"Petrel, White-headed",White-headed Petrel,Pterodroma lessonii,Pterodroma lessonii,Vagrant,,
33,"Petrel, Wilson’s Storm",Wilson’s Storm Petrel,Oceanites oceanicus,Oceanites oceanicus,Assessable,Oceanites oceanicus,Oceanites oceanicus
788,"Petronia, Yellow-throated",Yellow-throated Petronia (Yellow-throated Bush Sparrow),Gymnoris superciliaris,Gymnoris superciliaris,Assessable,Gymnoris superciliaris,Gymnoris superciliaris
271,"Phalarope, Red",Red Phalarope,Phalaropus fulicarius,Phalaropus fulicarius,Assessable,Phalaropus fulicarius,Phalaropus fulicarius
272,"Phalarope, Red-necked",Red-necked Phalarope,Phalaropus lobatus,Phalaropus lobatus,Assessable,Phalaropus lobatus,Phalaropus lobatus
929,"Phalarope, Wilson’s",Wilson’s Phalarope,Phalaropus tricolor,Steganopus tricolor,Vagrant,Phalaropus tricolor,Phalaropus tricolor
323,"Pigeon, African Green",African Green Pigeon,Treron calvus,Treron calvus,Assessable,Treron calvus,Treron calvus
312,"Pigeon, African Olive",African Olive Pigeon,Columba arquatrix,Columba arquatrix,Assessable,Columba arquatrix,Columba arquatrix
313,"Pigeon, Eastern Bronze-naped",Eastern Bronze-naped Pigeon,Columba delegorguei,Columba delegorguei,Assessable,Columba delegorguei,Columba delegorguei
311,"Pigeon, Speckled",Speckled Pigeon,Columba guinea,Columba guinea,Assessable,Columba guinea,Columba guinea
886,"Pintail, Northern",Northern Pintail,Anas acuta,Anas acuta,Vagrant,Anas acuta,Anas acuta
692,"Pipit, African",African Pipit,Anthus cinnamomeus,Anthus cinnamomeus,Assessable,Anthus cinnamomeus,Anthus cinnamomeus
697,"Pipit, African Rock",African Rock Pipit,Anthus crenatus,Anthus crenatus,Assessable,Anthus crenatus,Anthus crenatus
695,"Pipit, Buffy",Buffy Pipit,Anthus vaalensis,Anthus vaalensis,Assessable,Anthus vaalensis,Anthus vaalensis
699,"Pipit, Bushveld",Bushveld Pipit,Anthus caffer,Anthus caffer,Assessable,Anthus caffer,Anthus caffer
702,"Pipit, Golden",Golden Pipit,Tmetothylacus tenellus,Tmetothylacus tenellus,Vagrant,Tmetothylacus tenellus,Tmetothylacus tenellus
10877,"Pipit, Nicholson's",Nicholson's Pipit,Anthus nicholsoni,Anthus similis,Assessable,Anthus nicholsoni,Anthus nicholsoni
928,"Pipit, Mountain",Mountain Pipit,Anthus hoeschi,Anthus hoeschi,Assessable,Anthus hoeschi,Anthus hoeschi
694,"Pipit, Plain-backed",Plain-backed Pipit,Anthus leucophrys,Anthus leucophrys,Assessable,Anthus leucophrys,Anthus leucophrys
1028,"Pipit, Red-throated",Red-throated Pipit,Anthus cervinus,Anthus cervinus,Vagrant,Anthus cervinus,Anthus cervinus
700,"Pipit, Short-tailed",Short-tailed Pipit,Anthus brachyurus,Anthus brachyurus,Assessable,Anthus brachyurus,Anthus brachyurus
696,"Pipit, Striped",Striped Pipit,Anthus lineiventris,Anthus lineiventris,Assessable,Anthus lineiventris,Anthus lineiventris
698,"Pipit, Tree",Tree Pipit,Anthus trivialis,Anthus trivialis,Assessable,Anthus trivialis,Anthus trivialis
701,"Pipit, Yellow-breasted",Yellow-breasted Pipit,Anthus chloris,Hemimacronyx chloris,Assessable,Anthus chloris,Anthus chloris
455,"Pitta, African",African Pitta,Pitta angolensis,Pitta angolensis,Vagrant,Pitta angolensis,Pitta angolensis
922,"Plover, American Golden",American Golden Plover,Pluvialis dominica,Pluvialis dominica,Vagrant,Pluvialis dominica,Pluvialis dominica
240,"Plover, Caspian",Caspian Plover,Charadrius asiaticus,Charadrius asiaticus,Assessable,Charadrius asiaticus,Charadrius asiaticus
236,"Plover, Chestnut-banded",Chestnut-banded Plover,Charadrius pallidus,Charadrius pallidus,Assessable,Charadrius pallidus,Charadrius pallidus
233,"Plover, Common Ringed",Common Ringed Plover,Charadrius hiaticula,Charadrius hiaticula,Assessable,Charadrius hiaticula,Charadrius hiaticula
273,"Plover, Crab-",Crab-Plover,Dromas ardeola,Dromas ardeola,Vagrant,Dromas ardeola,Dromas ardeola
239,"Plover, Greater Sand",Greater Sand Plover,Charadrius leschenaultii,Charadrius leschenaultii,Assessable,Charadrius leschenaultii,Charadrius leschenaultii
241,"Plover, Grey",Grey Plover,Pluvialis squatarola,Pluvialis squatarola,Assessable,Pluvialis squatarola,Pluvialis squatarola
237,"Plover, Kittlitz’s",Kittlitz’s Plover,Charadrius pecuarius,Charadrius pecuarius,Assessable,Charadrius pecuarius,Charadrius pecuarius
234,"Plover, Lesser Sand",Lesser Sand Plover,Charadrius mongolus,Charadrius mongolus,Assessable,Charadrius mongolus,Charadrius mongolus
955,"Plover, Little Ringed",Little Ringed Plover,Charadrius dubius,Charadrius dubius,Vagrant,Charadrius dubius,Charadrius dubius
1039,"Plover, Pacific Golden",Pacific Golden Plover,Pluvialis fulva,Pluvialis fulva,Vagrant,Pluvialis fulva,Pluvialis fulva
238,"Plover, Three-banded",Three-banded Plover,Charadrius tricollaris,Charadrius tricollaris,Assessable,Charadrius tricollaris,Charadrius tricollaris
235,"Plover, White-fronted",White-fronted Plover,Charadrius marginatus,Charadrius marginatus,Assessable,Charadrius marginatus,Charadrius marginatus
102,"Pochard, Southern",Southern Pochard,Netta erythrophthalma,Netta erythrophthalma,Assessable,Netta erythrophthalma,Netta erythrophthalma
282,"Pratincole, Black-winged",Black-winged Pratincole,Glareola nordmanni,Glareola nordmanni,Assessable,Glareola nordmanni,Glareola nordmanni
281,"Pratincole, Collared",Collared Pratincole,Glareola pratincola,Glareola pratincola,Assessable,Glareola pratincola,Glareola pratincola
898,"Pratincole, Madagascar",Madagascan Pratincole,Glareola ocularis,Glareola ocularis,Vagrant,Glareola ocularis,Glareola ocularis
283,"Pratincole, Rock",Rock Pratincole,Glareola nuchalis,Glareola nuchalis,Vagrant,Glareola nuchalis,Glareola nuchalis
650,"Prinia, Black-chested",Black-chested Prinia,Prinia flavicans,Prinia flavicans,Assessable,Prinia flavicans,Prinia flavicans
1049,"Prinia, Drakensberg",Drakensberg Prinia,Prinia hypoxantha,Prinia hypoxantha,Assessable,Prinia hypoxantha,Prinia hypoxantha
4139,"Prinia, Karoo",Karoo Prinia,Prinia maculosa,Prinia maculosa,Assessable,Prinia maculosa,Prinia maculosa
649,"Prinia, Tawny-flanked",Tawny-flanked Prinia,Prinia subflava,Prinia subflava,Assessable,Prinia subflava,Prinia subflava
22,"Prion, Antarctic",Antarctic Prion,Pachyptila desolata,Pachyptila desolata,Assessable,Pachyptila desolata,Pachyptila desolata
21,"Prion, Broad-billed",Broad-billed Prion,Pachyptila vittata,Pachyptila vittata,Vagrant,Pachyptila vittata,Pachyptila vittata
879,"Prion, Fairy",Fairy Prion,Pachyptila turtur,Pachyptila turtur,Assessable,,
878,"Prion, Salvin’s",Salvin’s Prion,Pachyptila salvini,Pachyptila salvini,Assessable,Pachyptila salvini,
880,"Prion, Slender-billed",Slender-billed Prion,Pachyptila belcheri,Pachyptila belcheri,Vagrant,Pachyptila belcheri,
712,"Puffback, Black-backed",Black-backed Puffback,Dryoscopus cubla,Dryoscopus cubla,Assessable,Dryoscopus cubla,Dryoscopus cubla
830,"Pytilia, Green-winged",Green-winged Pytilia,Pytilia melba,Pytilia melba,Assessable,Pytilia melba,Pytilia melba
829,"Pytilia, Orange-winged",Orange-winged Pytilia,Pytilia afra,Pytilia afra,Assessable,Pytilia afra,Pytilia afra
844,"Quail-finch, African",African Quail-finch,Ortygospiza atricollis,Ortygospiza atricollis,Assessable,Ortygospiza atricollis,Ortygospiza atricollis
191,"Quail, Blue",Blue Quail,Excalfactoria adansonii,Synoicus adansonii,Vagrant,,
189,"Quail, Common",Common Quail,Coturnix coturnix,Coturnix coturnix,Assessable,Coturnix coturnix,Coturnix coturnix
190,"Quail, Harlequin",Harlequin Quail,Coturnix delegorguei,Coturnix delegorguei,Assessable,Coturnix delegorguei,Coturnix delegorguei
805,"Quelea, Red-billed",Red-billed Quelea,Quelea quelea,Quelea quelea,Assessable,Quelea quelea,Quelea quelea
806,"Quelea, Red-headed",Red-headed Quelea,Quelea erythrops,Quelea erythrops,Assessable,Quelea erythrops,Quelea erythrops
197,"Rail, African",African Rail,Rallus caerulescens,Rallus caerulescens,Assessable,Rallus caerulescens,Rallus caerulescens
524,"Raven, White-necked",White-necked Raven,Corvus albicollis,Corvus albicollis,Assessable,Corvus albicollis,Corvus albicollis
261,"Redshank, Common",Common Redshank,Tringa totanus,Tringa totanus,Assessable,Tringa totanus,Tringa totanus
260,"Redshank, Spotted",Spotted Redshank,Tringa erythropus,Tringa erythropus,Vagrant,Tringa erythropus,Tringa erythropus
1004,"Redstart, Common",Common Redstart,Phoenicurus phoenicurus,Phoenicurus phoenicurus,Vagrant,Phoenicurus phoenicurus,Phoenicurus phoenicurus
581,"Robin-chat, Cape",Cape Robin-chat,Cossypha caffra,Dessonornis caffer,Assessable,Cossypha caffra,Cossypha caffra
578,"Robin-chat, Chorister",Chorister Robin-chat,Cossypha dichroa,Cossypha dichroa,Assessable,Cossypha dichroa,Cossypha dichroa
579,"Robin-chat, Red-capped",Red-capped Robin-chat,Cossypha natalensis,Cossypha natalensis,Assessable,Cossypha natalensis,Cossypha natalensis
580,"Robin-chat, White-browed",White-browed Robin-chat,Cossypha heuglini,Cossypha heuglini,Assessable,Cossypha heuglini,Cossypha heuglini
582,"Robin-chat, White-throated",White-throated Robin-chat,Cossypha humeralis,Dessonornis humeralis,Assessable,Cossypha humeralis,Cossypha humeralis
585,"Robin, Bearded Scrub",Bearded Scrub Robin,Cercotrichas quadrivirgata,Tychaedon quadrivirgata,Assessable,,
584,"Robin, Brown Scrub",Brown Scrub Robin,Cercotrichas signata,Tychaedon signata,Assessable,,
586,"Robin, Kalahari Scrub",Kalahari Scrub Robin,Cercotrichas paena,Cercotrichas paena,Assessable,,
583,"Robin, Karoo Scrub",Karoo Scrub Robin,Cercotrichas coryphoeus,Tychaedon coryphoeus,Assessable,,
567,"Robin, Rufous-tailed Scrub",Rufous-tailed Scrub Robin,Cercotrichas galactotes,Cercotrichas galactotes,Vagrant,,
588,"Robin, White-browed Scrub",White-browed Scrub Robin,Cercotrichas leucophrys,Cercotrichas leucophrys,Assessable,,
589,"Robin, White-starred",White-starred Robin,Pogonocichla stellata,Pogonocichla stellata,Assessable,Pogonocichla stellata,Pogonocichla stellata
2592,"Robin, White-throated",White-throated Robin,Irania gutturalis,Irania gutturalis,Vagrant,Irania gutturalis,Irania gutturalis
540,"Rockjumper, Cape",Cape Rockjumper,Chaetops frenatus,Chaetops frenatus,Assessable,Chaetops frenatus,Chaetops frenatus
1038,"Rockjumper, Drakensberg",Drakensberg Rockjumper,Chaetops aurantius,Chaetops aurantius,Assessable,Chaetops aurantius,Chaetops aurantius
416,"Roller, Broad-billed",Broad-billed Roller,Eurystomus glaucurus,Eurystomus glaucurus,Assessable,Eurystomus glaucurus,Eurystomus glaucurus
412,"Roller, European",European Roller,Coracias garrulus,Coracias garrulus,Assessable,Coracias garrulus,Coracias garrulus
413,"Roller, Lilac-breasted",Lilac-breasted Roller,Coracias caudatus,Coracias caudatus,Assessable,Coracias caudatus,Coracias caudatus
415,"Roller, Purple",Purple Roller,Coracias naevius,Coracias naevius,Assessable,Coracias naevius,Coracias naevius
414,"Roller, Racket-tailed",Racket-tailed Roller,Coracias spatulatus,Coracias spatulatus,Assessable,Coracias spatulatus,Coracias spatulatus
256,Ruff,Ruff,Calidris pugnax,Calidris pugnax,Assessable,,
255,Sanderling,Sanderling,Calidris alba,Calidris alba,Assessable,Calidris alba,Calidris alba
308,"Sandgrouse, Burchell’s",Burchell’s Sandgrouse,Pterocles burchelli,Pterocles burchelli,Assessable,Pterocles burchelli,Pterocles burchelli
310,"Sandgrouse, Double-banded",Double-banded Sandgrouse,Pterocles bicinctus,Pterocles bicinctus,Assessable,Pterocles bicinctus,Pterocles bicinctus
307,"Sandgrouse, Namaqua",Namaqua Sandgrouse,Pterocles namaqua,Pterocles namaqua,Assessable,Pterocles namaqua,Pterocles namaqua
309,"Sandgrouse, Yellow-throated",Yellow-throated Sandgrouse,Pterocles gutturalis,Pterocles gutturalis,Assessable,Pterocles gutturalis,Pterocles gutturalis
252,"Sandpiper, Baird’s",Baird’s Sandpiper,Calidris bairdii,Calidris bairdii,Vagrant,Calidris bairdii,Calidris bairdii
981,"Sandpiper, Broad-billed",Broad-billed Sandpiper,Calidris falcinellus,Calidris falcinellus,Vagrant,,
926,"Sandpiper, Buff-breasted",Buff-breasted Sandpiper,Calidris subruficollis,Calidris subruficollis,Vagrant,,
258,"Sandpiper, Common",Common Sandpiper,Actitis hypoleucos,Actitis hypoleucos,Assessable,Actitis hypoleucos,Actitis hypoleucos
251,"Sandpiper, Curlew",Curlew Sandpiper,Calidris ferruginea,Calidris ferruginea,Assessable,Calidris ferruginea,Calidris ferruginea
259,"Sandpiper, Green",Green Sandpiper,Tringa ochropus,Tringa ochropus,Assessable,Tringa ochropus,Tringa ochropus
262,"Sandpiper, Marsh",Marsh Sandpiper,Tringa stagnatilis,Tringa stagnatilis,Assessable,Tringa stagnatilis,Tringa stagnatilis
895,"Sandpiper, Pectoral",Pectoral Sandpiper,Calidris melanotos,Calidris melanotos,Assessable,Calidris melanotos,Calidris melanotos
257,"Sandpiper, Terek",Terek Sandpiper,Xenus cinereus,Xenus cinereus,Assessable,Xenus cinereus,Xenus cinereus
997,"Sandpiper, White-rumped",White-rumped Sandpiper,Calidris fuscicollis,Calidris fuscicollis,Vagrant,Calidris fuscicollis,Calidris fuscicollis
264,"Sandpiper, Wood",Wood Sandpiper,Tringa glareola,Tringa glareola,Assessable,Tringa glareola,Tringa glareola
2914,"Saw-wing, Black",Black Saw-wing,Psalidoprocne pristoptera,Psalidoprocne pristoptera,Assessable,Psalidoprocne pristoptera,Psalidoprocne pristoptera
421,"Scimitarbill, Common",Common Scimitarbill,Rhinopomastus cyanomelas,Rhinopomastus cyanomelas,Assessable,Rhinopomastus cyanomelas,Rhinopomastus cyanomelas
105,Secretarybird,Secretarybird,Sagittarius serpentarius,Sagittarius serpentarius,Assessable,Sagittarius serpentarius,Sagittarius serpentarius
869,"Canary (Seedeater), Protea",Protea Canary (Seedeater),Crithagra leucoptera,Crithagra leucoptera,Assessable,Crithagra leucoptera,Crithagra leucoptera
867,"Seedeater, Streaky-headed",Streaky-headed Seedeater,Crithagra gularis,Crithagra gularis,Assessable,Crithagra gularis,Crithagra gularis
26,"Shearwater, Cory’s",Cory's Shearwater,Calonectris borealis,Calonectris borealis,Assessable,,
881,"Shearwater, Flesh-footed",Flesh-footed Shearwater,Ardenna carneipes,Ardenna carneipes,Assessable,,
25,"Shearwater, Great",Great Shearwater,Ardenna gravis,Ardenna gravis,Assessable,,
27,"Shearwater, Little",Little Shearwater,Puffinus assimilis,Puffinus assimilis,Vagrant,Puffinus assimilis,
4153,"Shearwater, Manx",Manx Shearwater,Puffinus puffinus,Puffinus puffinus,Assessable,Puffinus puffinus,Puffinus puffinus
29,"Shearwater, Sooty",Sooty Shearwater,Ardenna grisea,Ardenna grisea,Assessable,,
1033,"Shearwater, Streaked",Streaked Shearwater,Calonectris leucomelas,Calonectris leucomelas,Vagrant,,
10726,"Shearwater, Subantarctic",Subantarctic Shearwater,Puffinus elegans,Puffinus elegans,Vagrant,,
28,"Shearwater, Tropical",Tropical Shearwater,Puffinus bailloni,Puffinus bailloni,Vagrant,Puffinus bailloni,Puffinus bailloni
180,"Shearwater, Wedge-tailed",Wedge-tailed Shearwater,Ardenna pacifica,Ardenna pacifica,Vagrant,,
864,"Sheathbill, Snowy (Greater)",Snowy (Greater) Sheathbill,Chionis albus,Chionis albus,Vagrant,Chionis albus,Chionis albus
90,"Shelduck, South African",South African Shelduck,Tadorna cana,Tadorna cana,Assessable,Tadorna cana,Tadorna cana
161,Shikra,Shikra,Accipiter badius,Accipiter badius,Assessable,Accipiter badius,Accipiter badius
94,"Shoveler, Cape",Cape Shoveler,Spatula smithii,Spatula smithii,Assessable,,
711,"Shrike, Crimson-breasted",Crimson-breasted Shrike,Laniarius atrococcineus,Laniarius atrococcineus,Assessable,Laniarius atrococcineus,Laniarius atrococcineus
706,"Shrike, Lesser Grey",Lesser Grey Shrike,Lanius minor,Lanius minor,Assessable,Lanius minor,Lanius minor
724,"Shrike, Magpie",Magpie Shrike,Urolestes melanoleucus,Lanius melanoleucus,Assessable,Urolestes melanoleucus,Urolestes melanoleucus
708,"Shrike, Red-backed",Red-backed Shrike,Lanius collurio,Lanius collurio,Assessable,Lanius collurio,Lanius collurio
730,"Shrike, Southern White-crowned",Southern White-crowned Shrike,Eurocephalus anguitimens,Eurocephalus anguitimens,Assessable,Eurocephalus anguitimens,Eurocephalus anguitimens
855,"Siskin, Cape",Cape Siskin,Crithagra totta,Crithagra totta,Assessable,Crithagra totta,Crithagra totta
856,"Siskin, Drakensberg",Drakensberg Siskin,Crithagra symonsi,Crithagra symonsi,Assessable,Crithagra symonsi,Crithagra symonsi
306,"Skimmer, African",African Skimmer,Rynchops flavirostris,Rynchops flavirostris,Assessable,Rynchops flavirostris,Rynchops flavirostris
11763,"Skimmer, Black",Black Skimmer,Rynchops niger,Rynchops niger,Vagrant,Rynchops niger,Rynchops niger
990,"Skua, South Polar",South Polar Skua,Stercorarius maccormicki,Catharacta maccormicki,Vagrant,Stercorarius maccormicki,Stercorarius maccormicki
286,"Skua, Subantarctic (Brown)",Subantarctic (Brown) Skua,Stercorarius antarcticus,Catharacta antarctica,Assessable,Stercorarius antarcticus,Stercorarius antarcticus
250,"Snipe, African",African Snipe,Gallinago nigripennis,Gallinago nigripennis,Assessable,Gallinago nigripennis,Gallinago nigripennis
249,"Snipe, Great",Great Snipe,Gallinago media,Gallinago media,Vagrant,Gallinago media,Gallinago media
780,"Sparrow-weaver, White-browed",White-browed Sparrow-Weaver,Plocepasser mahali,Plocepasser mahali,Assessable,Plocepasser mahali,Plocepasser mahali
786,"Sparrow, Cape",Cape Sparrow,Passer melanurus,Passer melanurus,Assessable,Passer melanurus,Passer melanurus
785,"Sparrow, Great",Great Sparrow,Passer motitensis,Passer motitensis,Assessable,Passer motitensis,Passer motitensis
784,"Sparrow, House",House Sparrow,Passer domesticus,Passer domesticus,Introduced,Passer domesticus,Passer domesticus
4142,"Sparrow, Southern Grey-headed",Southern Grey-headed Sparrow,Passer diffusus,Passer diffusus,Assessable,Passer diffusus,Passer diffusus
159,"Sparrowhawk, Black",Black Sparrowhawk,Accipiter melanoleucus,Accipiter melanoleucus,Assessable,Accipiter melanoleucus,Accipiter melanoleucus
158,"Sparrowhawk, Little",Little Sparrowhawk,Accipiter minullus,Accipiter minullus,Assessable,Accipiter minullus,Accipiter minullus
157,"Sparrowhawk, Ovambo",Ovambo Sparrowhawk,Accipiter ovampensis,Accipiter ovampensis,Assessable,Accipiter ovampensis,Accipiter ovampensis
156,"Sparrowhawk, Rufous-breasted",Rufous-breasted Sparrowhawk,Accipiter rufiventris,Accipiter rufiventris,Assessable,Accipiter rufiventris,Accipiter rufiventris
389,"Spinetail, Böhm’s",Böhm’s Spinetail,Neafrapus boehmi,Neafrapus boehmi,Assessable,Neafrapus boehmi,Neafrapus boehmi
388,"Spinetail, Mottled",Mottled Spinetail,Telacanthura ussheri,Telacanthura ussheri,Assessable,Telacanthura ussheri,Telacanthura ussheri
85,"Spoonbill, African",African Spoonbill,Platalea alba,Platalea alba,Assessable,Platalea alba,Platalea alba
